h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,terrain_zone,avg_slope,tall_bldg_count,total_bldg_count,urgency_level,composite_level
8930e153577ffff,37.396877649305395,127.13514813755047,41135600,이매1동,분당구,0.10326873693074859,0.22963004835958162,0.1538132615022818,0.0,0.9125,0.703462461432979,1.0,0.8,0.0,Unknown,,1,174,낮음,부적합
8930e1cd24bffff,37.44552823245763,127.16813413064027,41133530,금광1동,중원구,0.09329832346903391,0.14578181780672725,0.11429172120411124,0.0,0.7375,0.700034281796366,1.0,0.8,0.0,Unknown,,3,178,낮음,부적합
8930e026a87ffff,37.365249830368754,127.06962656971962,41135680,운중동,분당구,0.2059581325868684,0.30366032484646144,0.24503900949070562,1.0,0.9125,0.8200205690778195,1.0,0.8,0.5986150154268083,Unknown,,1,106,높음,보통
8930e1514cbffff,37.34536619318118,127.13603151072658,41135670,구미동,분당구,0.46252374948763986,0.3638099021031401,0.42303821053383994,1.0,1.0,1.0,1.0,0.8,0.8,Unknown,,0,0,매우 높음,최적
8930e1c9b77ffff,37.40907428009868,127.11782947314204,41135655,삼평동,분당구,0.44659343017765385,1.0,0.6679560581065923,0.0,0.825,0.9297223174494343,1.0,0.8,0.0,Unknown,,2,43,매우 높음,부적합
8930e1c9e0fffff,37.415419882004,127.0790592500282,41131650,시흥동,수정구,0.12875713197584718,0.26836940611095705,0.18460204162989113,0.0,1.0,0.9142955090846759,1.0,0.8,0.0,Unknown,,0,50,보통,부적합
8930e1525c3ffff,37.447081023535105,127.1446463576577,41131520,신흥2동,수정구,0.07397798739828224,0.23065990762908317,0.13665075549060263,0.0,0.7375,0.5049342105263157,1.0,0.8,0.0,Unknown,,3,304,낮음,부적합
8930e1c992bffff,37.42993404555519,127.12221150449108,41133510,성남동,중원구,0.4585561216747951,0.4205640738554599,0.443359302547061,0.0,1.0,0.9348645869043537,1.0,0.8,0.0,Unknown,,0,38,매우 높음,부적합
8930e024c27ffff,37.347174066529384,127.09952161847382,41135662,금곡동,분당구,0.27166777345719545,0.30579140292930385,0.2853172252460388,1.0,1.0,0.8097360301679807,1.0,0.8,0.6477888241343845,Unknown,,0,111,높음,높음
8930e15346fffff,37.38473301111654,127.1183971013442,41135520,수내1동,분당구,0.820864304458659,0.2723208210090141,0.601446911078801,0.0,0.38750000000000007,0.9400068563592732,1.0,0.8,0.0,Unknown,,7,42,매우 높음,부적합
8930e1c8bc3ffff,37.45927420389235,127.1273132999731,41131620,복정동,수정구,0.11696957475334412,0.1752065572430349,0.14026436774922044,0.0,0.30000000000000004,0.8337332876242713,1.0,0.8,0.0,Unknown,,8,105,낮음,부적합
8930e02683bffff,37.37696801808529,127.07845884409504,41135680,운중동,분당구,0.2059581325868684,0.30366032484646144,0.24503900949070562,0.0,1.0,0.9348645869043537,1.0,0.8,0.0,Unknown,,0,38,높음,부적합
8930e1cd627ffff,37.46880146962063,127.16486561604444,41131610,양지동,수정구,0.04136737715282969,0.04977987144235754,0.04473237486864083,0.0,1.0,0.9982859101816935,1.0,0.8,0.0,Unknown,,0,1,매우 낮음,부적합
8930e1c90a7ffff,37.4295643161584,127.04619536570866,41131640,고등동,수정구,0.0919400957440941,0.12428549676613931,0.10487825615291219,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,매우 낮음,부적합
8930e026e63ffff,37.36374312553111,127.05903387403421,41135680,운중동,분당구,0.2059581325868684,0.30366032484646144,0.24503900949070562,1.0,1.0,0.9331504970860472,1.0,0.8,0.7465203976688378,Unknown,,0,39,높음,높음
8930e1c9a6fffff,37.39692674348337,127.10108386999413,41135655,삼평동,분당구,0.44659343017765385,1.0,0.6679560581065923,0.0,0.65,0.917723688721289,1.0,0.8,0.0,Unknown,,4,52,매우 높음,부적합
8930e1524bbffff,37.44557155430497,127.13402421295677,41131560,태평3동,수정구,0.10550189630821707,0.09060078683762682,0.09954145251998098,0.0,0.7375,0.5022590361445782,1.0,0.8,0.0,Unknown,,3,664,매우 낮음,부적합
8930e152e83ffff,37.429413159571695,127.18250987464958,41133570,상대원1동,중원구,0.14648822460350558,0.31782397855254707,0.21502252618312218,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,보통,부적합
8930e1c8abbffff,37.45776217038439,127.11669298401073,41131630,신촌동,수정구,0.0012456656074338796,0.029247241770852642,0.012446296072801386,0.0,1.0,1.0,1.0,0.8,0.0,Unknown,,0,0,매우 낮음,부적합
8930e026877ffff,37.37414434211282,127.07822252759807,41135680,운중동,분당구,0.2059581325868684,0.30366032484646144,0.24503900949070562,0.0,1.0,0.9245800479945149,1.0,0.8,0.0,Unknown,,0,44,높음,부적합
8930e026d5bffff,37.38957837959944,127.06904173685086,41135680,운중동,분당구,0.2059581325868684,0.30366032484646144,0.24503900949070562,0.0,1.0,0.8457319163524167,1.0,0.8,0.0,Unknown,,0,90,높음,부적합
8930e15332bffff,37.36597850576082,127.15350061170498,41135510,분당동,분당구,0.035225135897809526,0.15126408462979404,0.08164071539060333,1.0,1.0,1.0,1.0,0.8,0.8,Unknown,,0,0,매우 낮음,최적
8930e1c9967ffff,37.42710868517962,127.12197294412356,41133510,성남동,중원구,0.4585561216747951,0.4205640738554599,0.443359302547061,0.0,1.0,0.9914295509084676,1.0,0.8,0.0,Unknown,,0,5,매우 높음,부적합
8930e1c9e4bffff,37.40760441948068,127.07316701037207,41131650,시흥동,수정구,0.12875713197584718,0.26836940611095705,0.18460204162989113,0.0,1.0,0.8680150839904011,1.0,0.8,0.0,Unknown,,0,77,보통,부적합
8930e1523b3ffff,37.42399900516115,127.16892486116856,41133670,도촌동,중원구,0.12583608054537798,0.20066141141253263,0.15576621289223985,0.0,1.0,0.9897154610901611,1.0,0.8,0.0,Unknown,,0,6,낮음,부적합
